,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image
72,9660,Men,Apparel,Topwear,Shirts,Pink,Fall,2011,Casual,Indigo Nation Men Reversible Bling Pink Shirts,9660.jpg
73,2288,Women,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,Nike Women Black T-shirt,2288.jpg
74,23876,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011,Casual,ADIDAS Men Blue Sweatshirt,23876.jpg
75,18237,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Manchester United Men Solid Red Tshirt,18237.jpg
76,54118,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Rocia Women Black Flats,54118.jpg
77,2872,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Leather Flats,2872.jpg
78,49653,Women,Apparel,Topwear,Tops,Green,Summer,2012,Casual,Mineral Women Green Top,49653.jpg
79,8574,Women,Footwear,Sandal,Sandals,Pink,Fall,2011,Casual,Crocs Dora Boots Pink Sandals,8574.jpg
80,16957,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Image Men Sunglasses,16957.jpg
81,19123,Men,Footwear,Flip Flops,Flip Flops,Silver,Fall,2011,Casual,Lotto Men XL Water Man Silver Slippers,19123.jpg
82,13419,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,United Colors of Benetton Men Solid Pink Polo T-shirts,13419.jpg
83,17885,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016,Casual,Levis Men Comfort Style Grey Innerwear Vest,17885.jpg
84,43369,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2013,Casual,Reebok Men Black Possession Flip Flops,43369.jpg
85,48781,Women,Accessories,Jewellery,Pendant,Silver,Summer,2012,Casual,Lucera Women Silver Pendant,48781.jpg
86,44970,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Maxima Men White Dial Analog Chronograph Watch,44970.jpg
87,56489,Women,Personal Care,Nails,Nail Polish,Bronze,Spring,2017,,Streetwear Ash Nail Polish # 31,56489.jpg
88,39524,Unisex,Accessories,Bags,Laptop Bag,Orange,Summer,2012,Casual,Peter England Unisex Orange Sleeve Bag,39524.jpg
89,33822,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Puma Men Axis White & Grey Sports Shoes,33822.jpg
90,58513,Women,Apparel,Topwear,Tops,Off White,Summer,2012,Casual,Tonga Women Maroon Top,58513.jpg
91,25947,Women,Accessories,Scarves,Scarves,Brown,Summer,2012,Casual,Femella Women Brown Scarf,25947.jpg
92,52029,Unisex,Apparel,Topwear,Rain Jacket,Coffee Brown,Summer,2012,,Just Natural Unisex Charcoal Rain Jacket,52029.jpg
93,5865,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,ADIDAS Men's Twelve Faster T-shirt,5865.jpg
94,39716,Women,Apparel,Dress,Dresses,Blue,Summer,2012,Casual,Arrow Woman Women Blue Dress,39716.jpg
95,25349,Men,Apparel,Innerwear,Briefs,Red,Summer,2016,Casual,Levis Men Red Brief,25349.jpg
96,11940,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual,Ganuchi Men Casual Black Sandals,11940.jpg
97,55802,Women,Apparel,Loungewear and Nightwear,Night suits,White,Summer,2017,Casual,SDL by Sweet Dreams Women Green Printed Night Suit S11-3124,55802.jpg
98,29584,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Indigo Nation Men Printed Black T-shirt,29584.jpg
99,43967,Women,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,2017,Casual,DKNY Women Red Delicious Perfume,43967.jpg
100,28456,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2012,Sports,Urban Yoga Women Blue Skirt With Leggings,28456.jpg
101,34009,Girls,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Gini and Jony Girls Black Top,34009.jpg
102,19311,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Nike Men Air Rift MTR White Casual Shoe,19311.jpg
103,42089,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,ADIDAS Men White Corona Sports Shoes,42089.jpg
104,22950,Unisex,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Unisex Black Dial Watch 9915PP13,22950.jpg
105,49461,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012,Casual,Vans Men Blue Era Scilla Plaid Shoes,49461.jpg
106,8746,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2015,Casual,Crocs Kids Navy Blue Clogs,8746.jpg
107,9694,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Classic Polo Men Vulcan White Polo Tshirts,9694.jpg
108,23882,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports,Fila Men Destiny Grey Sports Shoes,23882.jpg
109,34835,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012,Sports,ADIDAS Men Blue Chill Sports Shoes,34835.jpg
110,15984,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011,Casual,Turtle Check Men Yellow Shirt,15984.jpg
111,41268,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Arrow Men Black Wallet,41268.jpg
112,11518,Women,Footwear,Shoes,Heels,Grey,Winter,2015,Casual,Catwalk Women Gun Metal Grey Heels,11518.jpg
113,14856,Women,Accessories,Wallets,Wallets,Beige,Summer,2011,Casual,United Colors of Benetton Women Solid Beige Wallets,14856.jpg
114,33648,Men,Footwear,Sandal,Sandals,Brown,Summer,2012,Casual,Lotto Men Ridge Brown Sandals,33648.jpg
115,59297,Men,Apparel,Topwear,Shirts,White,Fall,2012,Casual,U.S. Polo Assn. Men White & Navy Blue Shirt,59297.jpg
116,28032,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual,Jockey ELANCE Men Bikini White Brief 1005,28032.jpg
117,27846,Women,Apparel,Topwear,Blazers,Charcoal,Summer,2012,Formal,Scullers For Her Charcoal Blazer,27846.jpg
118,26994,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012,Casual,Jealous 21 Women Black Jeans,26994.jpg
119,49839,Women,Footwear,Flip Flops,Flip Flops,Red,Winter,2012,Casual,iPanema Women Red Flip Flops,49839.jpg
120,31923,Women,Accessories,Bags,Handbags,Blue,Summer,2012,Casual,Fabindia Women Blue Silk Sling Bag,31923.jpg
121,2618,Women,Footwear,Shoes,Flats,Silver,Spring,2010,Casual,Carlton London Women Silver Wedge Sandal,2618.jpg
122,54588,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Sushilas Women Printed Green Kurta,54588.jpg
123,49005,Women,Accessories,Jewellery,Ring,Silver,Summer,2012,Casual,Lucera Women Silver Ring,49005.jpg
124,8322,Boys,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Doodle Boy's Route 66 Biker Blue Teen Kidswear,8322.jpg
125,13841,Unisex,Accessories,Watches,Watches,White,Winter,2016,Casual,ADIDAS Unisex Three Small Dials White Watches,13841.jpg
126,28200,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,2016,Casual,Ray-Ban Men Active Lifestyle Copper Sunglasses,28200.jpg
127,12993,Unisex,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,ADIDAS Kids Adispeed Black Sports Shoes,12993.jpg
128,7158,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Scullers Men  Green Check Shirt,7158.jpg
129,18495,Men,Footwear,Sandal,Sandals,White,Fall,2011,Casual,Puma Men Fashion Cat White Slipper,18495.jpg
130,8110,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Economy 2 Analg Black Watch,8110.jpg
131,19547,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Solid Blue Sweatshirt,19547.jpg
132,7964,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports,Puma Men's Large Logo Graphic Black T-shirt,7964.jpg
133,36934,Women,Personal Care,Fragrance,Perfume and Body Mist,Gold,Spring,2017,Casual,Giorgio Armani Women Idole Perfume,36934.jpg
134,39140,Women,Apparel,Apparel Set,Kurta Sets,Black,Summer,2012,Ethnic,Aneri Women Black & Maroon Salwar Suit,39140.jpg
135,20851,Women,Accessories,Bags,Clutches,Red,Winter,2015,Casual,Spice Art Women Ribbon Embroidery Red Clutch,20851.jpg
136,41866,Men,Footwear,Sandal,Sandals,Beige,Fall,2015,Casual,Estd. 1977 Men Beige & Green Sandals,41866.jpg
137,58177,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Rocky S Women Brown Handbag,58177.jpg
138,44528,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual,Coolers Men Black Sandals,44528.jpg
139,16392,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Levis Men Check Red Shirts,16392.jpg
140,51455,Women,Apparel,Topwear,Shrug,Pink,Summer,2012,Casual,Tonga Women Pink Printed Shrug,51455.jpg
141,50587,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016,Casual,Chromozome Men Grey Briefs,50587.jpg
142,17240,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,U.S. Polo Assn. Men Stripes Black  Polo Tshirt,17240.jpg
143,47530,Women,Footwear,Shoes,Flats,Copper,Winter,2012,Casual,Portia Women Copper-Toned & Brown Sandals,47530.jpg
144,6617,Men,Apparel,Topwear,Shirts,Black,Summer,2011,Casual,Spykar Men Black and white Check Shirt,6617.jpg
145,12732,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011,Sports,Nike Unisex Swoosh Black Backpack,12732.jpg
146,3365,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Myntra Men's Brain Black T-shirt,3365.jpg
147,42042,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Nike Men Air Relentless 2 MSL White Sports Shoes,42042.jpg
148,23849,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,ADIDAS Men Black Anzo Breeze Casual Shoes,23849.jpg
149,43190,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Fastrack Women White Dial Watch,43190.jpg
150,48578,Men,Accessories,Jewellery,Bracelet,Steel,Summer,2012,Casual,Revv Men Steel Bracelet,48578.jpg
151,30462,Women,Apparel,Innerwear,Bra,Black,Summer,2014,Casual,Lovable Women All Day Long Black Bra,30462.jpg
152,18208,Men,Accessories,Headwear,Caps,White,Fall,2011,Casual,Manchester United Men Solid White Cap,18208.jpg
153,54127,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Rocia Women Black Heels,54127.jpg
154,10065,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual,Puma Men ducati logo tee Yellow Tshirts,10065.jpg
155,24250,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012,Casual,Numero Uno Men White Casual Shoes,24250.jpg
156,32335,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Q&Q Men Silver-Toned Dial Analogue Watch Q252J404Y,32335.jpg
157,25382,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016,Casual,Levis Men White Innerwear Vest,25382.jpg
158,56670,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Maxima Men Black Dial Watch,56670.jpg
159,5092,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,Wrangler Men's Minstrel Shoulder Loop Purple T-shirt,5092.jpg
160,10859,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Wrangler Men Furious Rides Navy Blue T-Shirts,10859.jpg
161,59638,Women,Apparel,Saree,Sarees,Green,Fall,2012,Ethnic,FNF Green Wedding Collection Sari,59638.jpg
162,15517,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011,Casual,Rockport Men LLandro Red Casual Shoes,15517.jpg
163,4140,Women,Footwear,Shoes,Casual Shoes,Green,Winter,2015,Casual,Skechers Women Green Shoe,4140.jpg
164,36795,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Maxima Men Ssteele Silver Dial Watch,36795.jpg
165,40527,Men,Accessories,Watches,Watches,Gold,Winter,2016,Casual,Titan Men Gold Dial Watch,40527.jpg
166,10257,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011,Formal,John Miller Men Solid Type Black Trousers,10257.jpg
167,24062,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Locomotive Men Navy Blue Printed T-shirt,24062.jpg
168,45869,Men,Accessories,Watches,Watches,Brown,Winter,2016,Casual,Maxima Men Brown Dial Watch,45869.jpg
169,11385,Women,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Black Sweatshirts,11385.jpg
170,53130,Women,Footwear,Shoes,Flats,Brown,Winter,2015,Casual,Catwalk Women Brown Sandals,53130.jpg
171,44187,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual,Nike Fragrances Women 5th Element Perfume 150 ml,44187.jpg
172,21510,Women,Accessories,Bags,Handbags,White,Winter,2015,Casual,Kiara Women Graphiti White Handbag,21510.jpg
173,51667,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016,Casual,Louis Philippe Men Grey Sunglasses,51667.jpg
174,22395,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Mark Taylor Men Striped Blue Shirt,22395.jpg
175,35322,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic,Fabindia Women Anusuya Silver Earrings,35322.jpg
176,6425,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual,Lotto Unisex Canvas Black Check Shoe,6425.jpg
177,18806,Men,Accessories,Belts,Belts,Tan,Summer,2011,Casual,Peter England Men Casual Tan Belt,18806.jpg
178,23247,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011,Formal,Arrow Men Formal Black Shoe,23247.jpg
179,17072,Women,Accessories,Belts,Belts,Grey,Winter,2015,Casual,Lino Perros Women Weaved  Grey Belt,17072.jpg
180,31782,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Lee Women Paula Blue Top,31782.jpg
181,42270,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Vans Unisex Black & Grey Classic Shoes,42270.jpg
182,12500,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,United Colors of Benetton Men Short Black Shirts,12500.jpg
183,26735,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017,Casual,Reebok Men Pack of 2 Pirates of the Caribbean Deos,26735.jpg
184,30650,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Nike Men Printed Black T-shirt,30650.jpg
185,56026,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual,Colorbar Soft Touch Mousse Lipstick 025,56026.jpg
186,21948,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Murcia Women Casual Brown Handbag,21948.jpg
187,32563,Women,Apparel,Bottomwear,Trousers,Blue,Summer,2012,Casual,ONLY Women directoire blue Trousers,32563.jpg
188,58980,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017,Casual,Colour me Women Flowers Deo,58980.jpg
189,40143,Girls,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Gini and Jony Girls Pretty Blossom Blue Top,40143.jpg
190,10633,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011,Formal,Carlton London Men Formal Brown Formal Shoes,10633.jpg
191,24406,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Vishudh Women Red Printed Kurta,24406.jpg
192,4716,Unisex,Accessories,Watches,Watches,Black,Winter,2016,Sports,ADIDAS Unisex Response ST Analogue Black Watch,4716.jpg
193,21174,Women,Apparel,Topwear,Tops,Beige,Fall,2011,Casual,s.Oliver Women Stripes Beige Top,21174.jpg
194,15341,Women,Apparel,Bottomwear,Shorts,Pink,Fall,2011,Sports,Nike Women Solid Pink Shorts,15341.jpg
195,52486,Women,Apparel,Innerwear,Camisoles,Maroon,Winter,2015,Casual,Red Rose Maroon Camisole,52486.jpg
196,53554,Men,Apparel,Innerwear,Boxers,Multi,Summer,2016,Casual,Probase Multicoloured Printed Boxers,53554.jpg
197,14293,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Classic Polo Men Stripes Blue Tshirts,14293.jpg
198,47366,Women,Accessories,Bags,Handbags,Blue,Summer,2012,Casual,Baggit Women Blue Bag,47366.jpg
199,6041,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,UCB Men's Polo Neck With Lion Logo Navy Blue T-shirt,6041.jpg
200,23623,Girls,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,Doodle Kids Girls Pink I love Shopping Top,23623.jpg
201,17416,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Lotto Men Atlantica Black Sports Shoe,17416.jpg
202,9835,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Little Miss Women Printed Grey T-shirt,9835.jpg
203,29319,Unisex,Accessories,Bags,Backpacks,Red,Summer,2012,Casual,ADIDAS Unisex Chicago Bulls Red Backpack,29319.jpg
204,7193,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual,Jealous 21 Women Black Jegging,7193.jpg
205,12958,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,ADIDAS Men Sports Black Sports Shoes,12958.jpg
206,27283,Women,Apparel,Topwear,Kurtas,Magenta,Fall,2011,Ethnic,Mother Earth Women Magenta Kurta,27283.jpg
207,30234,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual,Numero Uno Men Black Flip Flops,30234.jpg
208,9009,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Murcia Women Snake Print Bag Brown Handbags,9009.jpg
209,3533,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Myntra Men's If You Don't Like Navy Blue T-shirt,3533.jpg
210,42614,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,2016,Casual,Estelle Women Earrings & Pendant Set,42614.jpg
211,12164,Women,Apparel,Topwear,Dupatta,Orange,Fall,2011,Ethnic,Aurelia Women Voile Orange Dupatta,12164.jpg
212,26351,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,DKNY Women White Dial Watch NY8472,26351.jpg
213,17624,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2011,Sports,ADIDAS Men Solid Navy Blue Track Pant,17624.jpg
